Feature-1,Feature-2,Feature-3,Feature-4,Target
1.43788313,-0.131006283,0.625374026,-2.678826185,1.425038043
-0.560647306,0.679454769,-1.193474191,1.36609122,-0.569538467
-0.807823777,-2.146819062,-0.766294445,1.068112457,-0.90629003
-0.166903805,0.116458934,0.349687856,0.039571742,0.490871887
0.060550399,-0.908101352,-0.591381361,0.832383015,0.599430324
-0.208174608,1.019379692,0.65623304,0.036508766,2.75563678
0.313137644,-0.58001442,-0.831995612,0.998881678,-0.095814543
-1.163416791,0.702338763,0.497860869,-0.58881135,0.872191699
-0.207035468,1.014664559,-1.070888232,-0.095136423,0.380128457
-0.021381401,0.437638114,-0.75375412,1.562598464,0.418051209
-0.824909947,-1.572354793,0.133518949,0.883340378,1.156540728
1.060047503,1.005329244,-0.315549177,2.085103766,0.238491205
-0.59847874,0.565243,0.349514727,0.788239252,1.038379388
0.560472195,-0.806741406,0.550061337,-1.419531359,-0.2736694
-0.26653042,1.526042096,1.206070655,-0.180992859,-0.299593454
-0.868434629,-0.687980479,-1.511573482,0.714722324,1.574729163
0.803116731,0.397890452,2.827567094,0.326138842,-0.387590839
-1.712721634,1.017265211,-0.262004582,-2.70722913,1.194865225
-0.043783788,0.911581013,-1.812824418,0.014380865,-1.726086696
0.042808088,0.776043582,1.569787358,0.324462812,0.175302279
-1.726566083,-0.339267527,-1.597030933,0.126659489,1.233217276
-1.800055025,0.827708717,0.184951949,-0.740475434,-1.832459109
0.082400345,1.701877955,-0.030956505,-0.641291473,-0.281991902
0.262665148,0.788811145,1.634763255,0.300360641,-0.434460583
0.867916017,-1.212426569,-0.549610491,-0.264097732,-0.43192749
-0.500138665,-0.520927754,-0.014072349,2.068928966,-0.007418741
0.427989946,-0.760914415,-1.027825194,1.342497023,-1.286686438
0.93479826,1.583270111,0.514544107,-0.236864622,-0.007592982
0.77558702,-0.064503762,-1.2306605,-0.317017446,-0.882958102
-1.534359998,0.43602589,0.45373833,0.874275533,0.491569534
0.369745533,-0.64081882,-0.074000493,-0.948848595,-2.552924377
0.085223417,0.244931969,-0.253719659,0.503828618,1.028201884
0.41897166,0.923780931,0.2451636,0.564630193,-0.89737039
-0.569636695,0.09712377,-0.487889324,0.061941324,-1.120079055
0.448597567,-2.282553565,0.690365098,-0.306210872,0.570992147
-1.042621325,0.145643152,1.026752198,0.763143187,-0.780691459
0.276404414,-1.056201814,-0.194592858,-0.408919035,-0.144195971
0.479892335,-0.345659354,0.01181002,1.402534095,-0.553309576
-0.275224606,0.530841047,-1.982563638,0.434701538,-0.446463096
-0.483854698,-0.647262524,0.074196296,0.654532807,-0.242086118
-0.371327491,0.867786549,2.014647872,0.953108522,0.308498423
-0.099945476,-0.468475751,0.211122753,-1.409995887,-0.266134491
0.625654562,1.782718014,-1.344083504,1.38821444,0.505539145
-0.415454575,0.091653983,0.760306395,0.772885396,1.513508014
-0.528109998,0.076236855,0.981744958,0.487230626,0.117427577
-1.773324649,-0.556952768,0.889313184,1.162255307,-0.340284739
-0.0441601,-0.783911826,0.997587259,-0.810392304,1.461765691
-2.166638459,-0.270624399,-0.063421095,0.623506805,-0.241406544
0.600063349,-1.739874653,-0.047564607,1.598014467,-0.714026989
-0.821932769,-1.122987843,0.08278713,0.939084796,2.442918996
1.623310359,-0.07775345,0.452510956,1.518984132,-0.710840555
-0.600837266,-0.914951766,0.1355388,0.777591311,1.430095423
-0.901807497,-1.408064771,-0.194097393,0.462601344,-0.289346928
-0.412318337,-0.89563314,-1.833253544,-1.560883412,-0.049481832
0.565737883,-0.186038078,-0.159659329,1.041915806,-0.750136515
-0.213540707,-1.136395626,1.390416563,0.219816701,1.089773094
-0.009484469,-2.003392619,-0.66485469,0.942606523,0.337000962
1.119771805,0.125212189,1.300791239,-0.863514824,2.395481927
0.847245603,-0.271770837,0.655344708,0.838258848,1.529073773
1.183857672,0.492186763,-1.032387582,0.438446449,-0.469580718
0.730495218,-0.150391817,-0.610743439,-2.178585764,-0.975986546
0.829686114,0.659436676,0.163268628,-1.980881641,-0.087815539
-2.027734036,0.270132312,0.963922463,-1.8022906,0.486271842
0.783210408,-0.236441277,1.475389168,-1.363940304,-0.250218486
-0.76791591,-0.815696759,0.472607551,1.735236184,-1.173473387
-1.433044824,0.941794079,0.279504049,-0.385801888,-1.01541741
1.274453829,-0.768716255,-0.512381185,-1.745159032,0.074877404
0.375373448,1.038326513,2.399769568,0.700707182,-0.168586425
-0.602364895,-0.433270644,0.126988347,-0.708627628,0.117937248
1.058479438,-0.758032739,-0.53234702,-1.771084399,0.920179559
0.119677852,-0.372029739,-0.394274455,-0.248220348,0.538013952
-0.062277344,-3.113976922,0.096611226,1.643136485,-0.702892919
-0.339403728,0.512100478,0.19432248,0.596885593,1.990750957
-1.097899185,0.143827461,-1.361954755,-0.531433645,0.387745125
0.345682984,0.132503104,0.84713139,-0.120366974,-0.556203257
-0.437625976,0.466224979,-0.293861159,-0.872180428,0.363850201
0.429782602,-1.185348322,-1.003715598,0.713651697,-0.406549563
1.278021691,0.145738807,-0.400508002,-0.230655596,1.955362292
-0.004158343,1.852662576,0.473256871,-2.190175355,0.415611107
0.928087829,1.502363985,0.719285365,0.295950854,-0.398461613
-0.127109296,-0.960048288,0.370376563,2.143583145,0.064322171
-0.266377743,-0.290305117,-1.078587864,-1.241544409,-0.191939507
0.491797993,0.730999799,-0.684919508,0.619092018,0.415683621
-0.09520203,0.91415642,0.687281643,0.698784011,-0.514067472
0.445595383,0.833244324,1.434821185,-0.53469547,1.760098803
-0.133786816,-0.475562741,-0.322564265,-0.85419417,0.768921621
-0.083745729,0.316404931,0.236862652,-2.337921563,-2.963781819
-1.33348869,-0.54940033,0.635833607,-1.245012938,-0.51022624
-1.579256847,-0.350567738,0.829752364,1.161136133,0.210125881
1.060466103,-0.153768656,-0.760606996,0.928051048,0.537154452
-0.26151248,0.208969821,0.801463568,-0.019089322,-1.662171671
-1.232166191,0.264402899,0.07086651,-0.605042893,-0.705740635
-1.183781197,-1.607864039,-1.127419432,-0.35429356,-0.419604815
1.248235836,-0.651479406,1.857060015,-0.227060144,-0.307024145
0.234110693,0.51581926,-0.550010612,-1.241606477,-0.727321987
0.113172617,-0.61358662,1.960133365,1.917094164,1.619360339
0.382707225,1.260653419,-1.117918205,-0.064210234,0.358891258
-1.564445271,0.718126897,0.518208766,0.018815432,0.075256226
0.657938081,-0.412965218,0.737642767,0.766640987,1.811146616
0.489675625,0.521862458,-0.592830544,-0.471821861,0.032064212
-0.576075171,1.053902079,-0.199890398,0.23792085,0.343382311
0.422502409,-2.551171197,0.283907721,0.732653524,0.464903093
-0.012794837,-0.11977756,1.029668161,-0.769740535,0.022964839
-1.146819052,-1.259925515,-3.315463114,-1.778784741,1.01397562
-0.090537598,0.669364896,0.28724517,-0.441726368,-1.908050875
0.45626746,0.102338811,1.420356846,-1.867340924,0.273283432
0.509689487,-0.380575218,1.080393921,2.188068639,0.048438945
-0.698622138,-0.448296585,-1.072729682,1.256418353,-2.511850013
-1.434069823,-0.086641447,-0.489598433,-1.341285513,1.135077203
-1.278087458,0.820953265,0.200948755,0.087872242,0.40280642
-1.365077474,-0.40747032,-2.174629219,0.353580736,-0.710987304
-0.798032718,0.205078873,1.031387188,-0.993973663,0.508271857
-1.41641619,-1.295341863,1.493878947,-0.670383693,0.787650509
-0.300316447,-1.082505114,-0.488632011,-0.265820163,1.06236833
-1.646837402,-1.262836049,-0.186840712,1.492592744,1.081593168
-1.427825156,0.028589532,0.825880892,-1.452303212,-0.659062528
-0.831692625,1.573533916,-0.508898026,1.867521814,-0.836133029
1.629234693,0.045792307,-1.900975001,0.039976711,-1.316170991
1.360184098,1.611846993,3.694884046,0.200605676,0.415771772
0.40002305,-0.691309111,3.131398315,-0.683582946,0.699957101
0.423132206,1.468257979,0.074975791,-0.914227314,-1.242650716
0.140178155,-1.713910247,-0.035512631,-0.439207098,0.240255524
0.548935581,0.081557076,0.667915367,-1.015160933,1.336957796
1.565373157,-0.098870419,0.61677157,-1.478699648,0.682813044
-0.074268,-1.009374668,-1.010905115,0.923743754,-0.864094514
0.082564533,-0.514258353,-0.129256133,1.218074515,0.058314033
1.050106198,0.853482455,1.288151041,-0.333916832,-0.335706273
-0.014963625,2.288461309,-1.457851639,0.050997367,0.176123611
0.27170912,-0.606922279,0.813409803,0.905635445,0.643677074
0.259977078,0.303267457,-1.567680362,-1.684868697,-1.05429727
0.697542024,0.901848526,-0.025277076,-0.829937701,1.210594278
0.208743344,-1.04711367,0.716181195,1.128596812,-0.036430785
-0.888915416,-0.027447044,-0.986581631,-0.270349947,-1.464208839
1.190857109,1.429642245,0.029473572,1.05308248,-0.431574912
0.336014773,-1.71365799,-0.933246859,-0.598855619,-0.603221033
0.331891323,0.482140972,-0.811564236,0.242075667,-0.031630148
0.108630898,-0.66106873,-1.148452552,0.150919493,1.661867829
-0.185937079,-0.100945539,-2.124402298,0.648926524,-1.271491468
-1.233301108,0.243523955,-1.163849783,-0.290723939,-0.653345571
-1.19210461,-0.779911868,-0.027255327,-1.075435053,-1.066421549
-1.36013551,-0.631122699,0.464800211,0.846041148,-0.739612463
0.576124103,-0.744350838,0.179011319,2.289655079,-1.307949289
0.539076638,2.204711643,1.833512783,0.76731503,-0.733589655
0.456485998,-0.110892611,1.482701112,-0.845795082,0.550953944
0.649902948,-1.441132268,-1.645592987,0.442912243,-0.066898895
-0.543860128,-1.181970191,-0.125314455,-0.047355953,0.483420663
-1.599784959,1.181081536,0.978809136,1.743603239,-1.110547772
0.775322595,-0.057511205,0.021883058,1.140688747,-0.689408837
-2.356232072,-1.128625889,-0.25329731,-0.10913625,-0.818462298
-1.111582736,0.524642898,-0.531467709,0.391160278,-1.441947306
1.340125353,0.439358413,-0.828141813,-0.380321295,-0.948415745
0.742954461,0.088499973,1.34828501,-1.520953582,0.49956922
1.386770817,1.004026875,1.527585852,-1.385238759,-1.649957929
0.672789908,-0.382492126,0.905496368,-0.789854372,0.847372347
-0.794226508,-0.403814618,0.426912988,-0.149021187,0.426595652
-0.546044685,-1.238831432,0.21042534,1.14599225,0.078694527
0.473735916,1.596274349,-0.39681531,0.463131425,-1.381595039
0.669289165,1.011317228,0.628676339,-1.619354462,0.723656229
0.46406158,-0.265612926,1.217516266,0.49505713,0.085753622
-0.48237675,-1.25601144,-0.400950838,-0.582132737,-1.035087537
-0.330879415,0.207317409,-0.884342313,0.265904242,3.275057789
-0.111921326,-0.185060944,-1.189688783,-0.288677043,0.95447597
-0.429332218,-0.033705469,1.313381866,-0.055202229,-0.361920998
1.350156751,-0.192502454,0.131674487,0.862660181,-0.570434954
0.215093667,-2.321624252,-1.015203049,-0.160048458,-0.020893993
-0.230631374,-0.687310418,-0.556764533,0.064039631,-0.292868862
-0.860339177,0.855087365,0.238326141,0.135117564,-1.070645293
2.156826958,-0.731328181,1.376518212,-0.605866754,-0.180077628
0.221813417,-0.616096512,0.469769368,0.344144979,0.643023814
2.261774847,1.156787295,0.465245775,-0.284349841,1.651957854
-0.862807914,-1.247030678,-0.091035854,-0.898544027,0.092656694
-0.667869857,1.588546799,0.044412873,0.721420528,1.236989535
-1.872773193,0.33054022,1.432666096,1.731645613,-0.528559096
1.071973918,0.61003542,-0.701995405,-0.246836457,0.898253321
0.689862021,-1.863778001,0.665461226,-0.353103635,-0.56710669
-0.558741221,0.018452908,-1.394613457,0.724343065,-0.928800395
-0.640814843,1.020410449,0.152460872,-0.367558048,-1.047383099
0.833927657,-1.210351161,-0.189135658,-0.710606615,2.430211609
-0.197696546,0.283487015,-0.587607718,0.71621985,-0.208284591
-1.671189067,-1.264168785,-0.205353488,1.270946631,-1.461322153
-1.75978112,1.413879911,1.113258508,-0.411463781,-0.688539412
0.759635724,-0.301166118,-0.782496179,-0.405173842,0.514675563
0.519643738,0.169409788,-0.582655345,-0.239999461,1.478375912
0.888165387,-0.253482262,-2.047005614,1.576493058,-0.880337938
-1.190386545,-0.514988978,-0.027137271,0.008355152,-1.127260869
-0.1128925,0.012528639,-0.3272591,0.378600824,-0.584176707
-0.723997745,1.989124901,0.057543936,-0.726476846,-0.055985422
1.005210654,0.929385088,0.15541833,2.091355764,2.015393804
-0.552812123,-0.001387087,1.242850373,0.146842389,1.279475344
1.527209592,1.072102049,-1.549694892,-0.105332109,-0.869228293
1.28960466,-1.651895289,-0.74018638,1.569646383,1.342872453
-0.920933701,0.238519958,0.144741068,-0.285665637,-0.749624323
-0.704264555,0.603116293,0.421428699,1.393364288,-0.528333457
0.282873209,-0.601986476,1.862265897,-0.083997523,-0.504762155
-0.944113518,-0.309460577,0.009650636,0.740268576,1.421612799
-1.113212576,0.195245453,0.078263015,-0.930919835,-0.566893178
-1.002609054,0.848977924,-0.77045264,-0.310292315,-1.068062487
-1.366039967,-0.31988191,0.845529463,0.020872974,-1.033322309
0.25240477,0.161964768,-0.255461013,-0.499687742,0.565372349
1.62506357,1.308931503,0.43761686,1.70079981,0.249435059
-1.471347288,0.049141833,-0.440925357,1.02731351,-0.15170466
-0.337603846,0.95396713,1.72825047,-1.125504046,-1.251069559
-0.939013446,0.511812742,-1.805930137,0.896701612,-0.126129414
0.08503869,0.571517924,2.196893953,-0.942398611,-0.795367355
0.132232579,0.790203944,-0.332318954,0.553835068,1.610093653
-0.910136249,-1.233818421,1.838807759,0.231957991,-0.277481083
-0.848202299,-0.022786825,-2.033668101,1.998750405,-0.635433968
-0.88044417,0.494113773,-0.03120366,2.211940515,2.083430516
-1.425677839,0.247329969,0.345179766,-1.9759341,-0.197145956
-1.163316031,-0.149666922,0.551417779,-0.287022521,-0.413059777
1.617727126,-0.224767937,1.898350689,0.048630442,0.117565114
-0.043865104,0.125778408,0.820534198,1.197004302,0.157349788
1.848285193,0.615257486,-0.922960404,-0.452120223,1.484990561
0.843356746,-1.169588076,0.334941175,0.531158462,-0.145706249
-0.289550591,0.308485004,-1.561292655,-0.937448066,0.78244157
-0.773881834,-0.264198935,-1.067618382,0.689876909,0.636117775
-1.048191873,-1.433701077,0.28883532,-1.88050782,-0.65029717
-0.029635278,2.123355679,-1.967864905,-0.209880704,-0.050831272
-1.161707426,2.413280598,0.326362515,0.706522756,-1.303981992
0.254537447,0.315970702,0.279539497,-1.478326558,-1.519273891
1.541436191,-1.245033505,1.521806858,1.608642104,-0.664991399
0.73346485,0.681093598,2.382455309,-0.826111333,-0.346375477
-0.546620608,0.255218561,-1.165423288,1.323187934,-0.048965104
2.159201981,-1.334599208,0.022313182,-0.050359212,1.37178086
-0.405443956,0.537212871,-0.916025413,0.572362819,-0.101683686
0.264700747,0.712325749,2.075856578,0.617168132,-0.606661817
0.119560327,0.550112322,0.730509745,-0.104260775,0.03888676
0.569695267,0.693384581,-0.351209765,-0.205263145,1.564210344
-0.663616099,-0.694607251,-0.789259566,-0.378291749,0.217356616
0.802831067,-1.162617506,-0.489305602,-0.244117259,-0.390755894
0.035382136,0.337844761,0.779199536,-1.425684964,-0.781141165
-1.898291568,0.144245055,0.809504054,0.043685623,-0.190894967
1.561758288,1.038797521,0.895460241,0.385706824,-0.222153086
-0.89584258,-1.149040667,-2.803195141,0.703437411,-0.399959543
1.383803431,0.285963422,0.837647869,-1.196473525,-1.341154413
0.985601149,0.397742515,0.888582758,2.059059671,0.248873712
1.085574945,-2.091725763,-0.311298936,-1.079166138,2.200375892
0.680414396,-0.360332467,-1.899142376,-0.25546069,1.32370868
0.090383514,0.838724956,-1.517803168,0.688356127,0.509516684
0.698438522,1.293170395,-0.78028602,-0.923941635,1.443510532
0.54858438,1.01925864,0.881300899,1.556106966,1.833614667
-0.461453042,-0.279148105,0.990379474,0.789452266,0.152601391
-1.683756862,0.472567996,1.07230091,0.426264825,0.739158027
-1.385687192,0.15450415,0.828906087,-0.830112059,-0.148106006
-0.418962803,-0.598766776,-0.603786055,-0.313189591,-0.900803344
-0.986750791,-1.496833266,2.069562868,-0.12443795,0.246846775
-0.575365059,-0.267258288,-0.857312532,-1.481320357,-1.112851562
0.553767448,-1.329631015,0.417428789,0.746653708,1.176617545
-0.256360101,-1.029853452,-0.14055878,0.680217335,-0.581938677
0.069537794,-0.371358905,0.570631661,-0.221174882,-1.032841909
0.987746603,0.099722004,-0.100547059,0.179011809,1.837106755
0.555559084,-2.206732162,0.187549692,1.957753557,0.546371319
-0.615051035,0.265285752,-1.010504628,0.97793922,0.361866686
-0.988464654,0.262268175,1.245802006,0.23773922,1.012598188
0.964314996,-2.964625027,-0.078699528,0.73638729,1.074209192
0.861145962,0.661341503,-1.035978308,0.65138769,1.109083627
1.33283567,0.571513755,-1.213704198,0.528749837,-1.019389815
0.692501865,0.624289296,-0.463783569,-0.766828051,1.234988124
0.282396706,0.421213452,-0.875810077,0.412531374,-0.012973008
1.62242241,0.319327042,-0.136183157,0.503610749,-1.633169467
0.562742201,0.546152283,1.052760484,1.876864903,-0.694836081
-0.116229804,0.781919982,-0.633207027,0.338895154,0.479400623
0.399547152,-0.257765333,1.913979537,0.034948673,-0.114223229
0.851802316,-1.891253074,1.523700816,-0.579488255,0.32416535
-0.250157681,-0.818531097,0.222387989,0.662694191,-1.845960175
1.764746561,-0.29124765,0.123776448,0.293214801,1.301858662
-0.665128149,0.515345235,1.506455998,0.215557648,0.981291969
0.912319542,0.156926636,0.827879895,0.193543945,0.587152049
0.055712581,1.567620442,1.424298217,-0.509088684,0.5266741
0.274578216,0.400539131,-0.207786841,-0.886128912,-0.237439154
-0.783420757,0.599677428,-0.065515697,0.826076929,0.020369254
-0.929947661,0.958590583,-1.413374102,0.446098055,-0.477141008
0.374542876,-0.17585087,-0.043823971,-0.634580852,0.148573007
0.916915214,0.624361541,-0.907359753,0.095934595,-0.255324035
-0.218833623,-1.239951525,0.628756841,0.003946563,-0.625696568
-0.909625665,-1.00856707,1.895614445,-0.321713017,0.093350299
-1.289879304,0.357074015,0.049383813,0.522592352,-2.227668145
-2.672755361,-1.361760106,-1.618315841,0.580096598,-1.573853941
0.02736226,-0.061640384,-0.971399945,-0.967486324,0.060784501
0.458265878,-0.373313558,-0.099086802,-0.895483674,0.269311087
-0.843219907,-0.853198094,1.148615966,0.843857995,0.08153782
0.187696413,1.627792138,-0.415765833,1.766236833,-0.470761127
0.107165087,-0.52793311,-0.631452481,0.183801121,1.722832115
-0.9576149,0.792159953,-0.281857434,-1.040159021,0.965685529
-0.324098214,-1.094782617,0.346861192,-0.002933879,-1.009471629
-0.107399635,1.006064334,1.892020983,0.399603165,-0.920413534
0.144224676,0.244231555,-1.018655435,0.666000761,1.193792864
0.449996373,-0.183651232,2.335133129,1.02961675,-0.151850972
-0.598226317,1.652420147,-0.697432408,-0.410397745,0.49729932
-0.258921564,-0.552495921,0.196727445,0.249220607,1.090338701
0.263657408,-0.355120096,-1.344424816,0.525381604,-0.783126939
2.027308718,0.392745463,-0.461313531,1.741610074,-0.355752455
0.298751466,0.489232681,0.978641077,-1.651132376,-0.257731524
0.687025223,-1.520224904,1.739660194,2.232248617,-0.9332778
-1.886535392,-0.73693101,0.237326384,0.631737859,1.758591482
-0.582083303,0.276897075,0.528886428,1.151118688,1.106004585
-0.373482696,0.363415598,0.050278817,-1.119561535,0.076714107
0.556115379,-0.159377446,-0.842856195,-0.608589409,0.083162873
3.117453191,-0.439572624,-0.375187194,-0.773538394,-1.182363635
0.104798936,0.161916762,0.239197747,-1.023933847,-0.745579402
-1.936679403,-2.186143616,2.671504657,0.10830768,1.867170612
-0.1517611,-1.502615414,0.466739698,-0.338380465,1.503955328
1.436767911,0.374361671,-0.231190172,-0.76014766,-1.017180308
1.7695131,1.523650784,-0.10299699,1.977874076,-1.824051219
1.505676367,0.503907616,-0.949849,1.00045836,0.246362259
0.66045359,-1.266523852,-0.744648886,2.114424526,-2.421722865
-1.225782904,-0.398250014,0.86621497,-1.14128131,-1.837595674
0.618772591,1.482236016,-1.01799393,0.584150766,0.373130515
-0.667271189,0.512291328,-0.779357894,1.01262233,-0.811300033
0.151647398,-0.303664344,1.393375446,0.124755865,1.599281964
0.171840787,-0.501485765,0.262151943,1.193069811,1.110267171
0.65054263,1.292557105,-0.148386598,-0.955724802,-0.6348468
-0.439814576,1.64580543,1.145882449,-0.062965407,-1.898328249
0.284854732,-1.788510242,-3.24331215,-0.192999627,-1.503513375
0.145946295,0.752903819,-0.112109625,0.700299174,-0.43732758
0.546192399,0.668962857,0.15074345,0.43245379,-0.623643083
0.488091869,1.20773904,-0.715070591,0.152904003,1.078441048
0.378425571,0.748560697,0.701090206,-0.196102725,0.812158103
0.233141243,-1.221598633,-0.879835827,0.14243663,1.024582147
-1.489354946,-0.146373551,0.081686823,0.781962098,-1.694312169
0.184819573,-0.023717184,-0.601093484,-0.275546573,0.714713798
-0.748836647,1.661075677,-0.849490771,-1.425453918,0.531505972
0.005587731,-1.308663155,-0.964765133,1.505753069,1.508044073
1.30638973,2.202434749,-0.025014172,-0.658574506,0.018470605
-0.979666628,0.600706396,0.109342814,-0.056559712,-1.333478812
-1.661289953,0.342068624,-0.470656534,0.113300307,-0.875844152
0.242621296,0.804097667,0.969180655,0.549874121,-0.815340943
-1.497809619,0.126456631,0.379851387,-0.455978438,0.064297747
-0.353744423,0.139513919,0.117734431,0.056811754,-0.40803735
0.816906051,0.922857856,-1.908043099,-2.613718752,-0.509589401
0.404912663,0.203681608,-0.957422378,-0.157873152,0.7993827
0.744088024,-0.556453351,0.228401538,-0.024061485,0.604881254
0.623171438,0.903156532,0.224242035,-2.734862653,-0.754152217
-2.406366826,-0.071520649,0.265507741,0.601722528,-0.774336183
-1.03545469,0.049789801,1.592508379,-0.845508868,1.620966111
-0.611312619,0.152907168,0.805499276,0.185113604,-0.829352168
1.952108162,-0.687494878,0.063871,0.1530891,-0.819223235
0.342766712,0.582489836,0.512430727,-0.283006223,-0.678808314
-0.747229595,0.451362678,1.314629039,-0.915042448,-1.580586006
0.858457273,0.6838432,-1.541745579,-2.041247515,-1.436546803
0.167659289,-0.574906723,-1.20602699,-0.616783719,-0.281338685
-0.270388427,0.477770127,1.558064788,1.533653401,0.91239648
0.23899877,0.904480184,1.015283273,0.762541483,-0.732070916
-0.026646824,0.269792091,1.203129239,-1.786910393,1.317363094
-2.432367172,-0.559717713,0.617908667,1.274295932,1.274351565
1.246812792,0.133589485,-2.322829134,0.682210988,-1.876181067
-0.767659374,0.392766416,0.195974472,0.680638424,0.293819984
-0.392037664,0.40718582,-1.24401025,1.16550955,-0.091083466
-1.542972198,-0.070168227,-0.671522222,0.662821044,-0.971304511
-0.747628926,-0.377162795,0.230235023,-0.089013762,0.802010082
-0.049797735,0.829475817,0.939883206,0.081142932,0.472163493
0.334159441,0.593383959,0.437483852,-0.624003802,-1.940321634
0.360189334,-0.959711069,0.191590277,0.652846245,-0.94066122
2.155276397,-0.171903244,-0.280686177,-0.843301979,0.943820802
-0.782697125,1.789048951,0.639009301,0.883765134,-0.690125913
-0.840219223,-0.757870553,0.035147282,0.115969556,0.890835366
-0.359119541,0.378821975,0.767801768,-1.004950964,-0.890702616
0.123022441,2.271584712,-1.444692436,0.994085572,-0.570214799
-0.157645974,-1.861112766,-0.793795874,0.126870579,1.06187405
0.097511322,-0.575659991,-0.961302887,0.679244291,-0.877106333
-0.435560855,0.539997295,-0.899885546,1.929032464,0.593073004
-0.246137947,2.421595272,0.053532415,1.920100777,0.385837435
0.282747437,1.148859395,-0.509496311,-1.437567818,0.458078105
0.682281793,1.993603045,0.697792829,-1.671195434,-0.639142946
0.072518998,0.584472085,0.58023515,0.482593741,-0.04289298
1.168453331,1.402436413,0.20398844,-1.031512428,-0.293864269
0.183525344,0.037085066,0.861352681,-0.62490736,-0.227677342
-0.734495937,-1.160803875,-1.17252895,0.686946341,0.547210443
1.288702046,-0.476494057,-1.001124893,-0.987095826,0.933309708
1.975636663,-0.03028245,0.327998033,-0.051018715,2.602403362
1.772997763,-0.411714376,0.29813175,1.046069906,-1.384947937
1.613347407,-0.467964518,-0.985749419,0.145597672,-3.595718228
0.017226617,0.461894095,1.164472186,1.602775636,0.247723588
0.075891262,0.732218337,-0.424317087,0.292457838,-0.656216523
-0.713322844,-0.044133972,-0.782845716,-0.890955003,-0.927689182
2.394684973,2.068317885,0.425505258,1.11233047,0.218036774
-0.285497544,-1.283134346,2.443603613,0.564231295,-2.843368817
0.266093772,0.334044299,0.509881955,0.355135222,-1.752213398
0.254290309,0.590312894,-0.210770162,-0.461713827,-0.800443892
0.6627566,1.278013797,-0.368832208,0.193068463,-0.423750726
0.281093047,1.307548296,-1.187354598,0.124251195,-0.208003716
0.638643223,1.066137844,-1.07284466,-1.948064268,0.519349033
-0.774029521,1.317874066,0.750142379,-0.102051483,-0.535927495
1.069428616,-0.130640499,0.743230432,-0.864951379,0.36186447
-0.046818269,0.424369513,-0.196828247,-1.044805526,-0.094404526
-1.369587587,-0.118077982,0.486833208,-0.36958977,-0.895163776
0.036458999,0.952000358,1.977293016,0.435452692,-1.06399601
1.669262447,-0.71637577,-0.287968759,-0.159471395,-0.58862999
-0.169516293,-0.63285194,1.265560165,-1.808735863,1.706849588
-0.612941344,-0.840895798,0.040586451,0.544491696,-0.385491328
0.864280743,0.982467893,1.30073099,-0.077115986,-0.996745339
-1.72753749,-0.618197553,0.451275143,0.813960187,-1.216368314
0.738556641,-1.305478308,0.058723017,-0.506098046,0.152754851
0.963638458,0.416584408,0.659908105,-0.583121706,0.840674287
1.718757774,-1.406144247,-0.94302867,-0.612506093,-1.393683927
0.321532701,0.563628659,-0.142905427,-0.120623254,2.468168479
-1.076186957,0.566509849,0.256838371,-1.058397378,-0.203807864
0.703259205,1.418522922,0.759886429,-0.453358846,0.547544284
-0.719159913,-0.345462104,-1.180472728,-0.631574126,-0.855787641
1.532667876,0.134113988,0.83278238,0.220089496,0.284375139
-0.343602653,-0.314963373,-0.931844,0.044370623,0.04434937
1.749663264,-0.402232453,-0.484464969,-0.442512688,-1.951970763
0.249691267,1.225535761,-0.408477189,-0.330695371,0.250642138
1.734645031,0.49134674,1.237673235,-0.92392528,-1.708086071
-0.627861486,1.110535769,0.386090497,-0.982596871,0.840030397
-0.487437469,1.320367233,0.349796652,0.356284196,-1.348492841
0.89747477,-0.543828147,-1.189920818,-0.41514522,-1.447887562
-0.740169543,0.355300475,-0.741514899,-1.042560796,0.376995619
-0.481010782,1.31643284,0.697388666,-0.577964478,1.342032383
0.168190973,-0.697144862,-0.198990871,-0.683059853,3.216665033
-0.05556381,-0.285120177,-0.591042933,2.284168197,1.761436424
-1.741985006,0.039793561,1.309146011,0.091688421,1.888905681
-0.237382283,-0.403302726,0.188026426,0.530909182,1.399886434
-0.009904844,0.701756995,0.159900101,1.20564737,-0.391962165
1.803443258,0.072291809,0.440038257,0.123713105,1.475957501
0.461839136,-0.444789248,-1.449929649,-0.434230604,0.597820655
-1.24991085,1.118134722,1.017241957,-0.61318392,0.318977735
-1.352267801,0.632131944,-1.538280233,-1.462065756,-0.975855063
-0.523534797,-1.040791932,-1.439486046,-1.539284488,0.40197099
-1.211113868,0.294465,0.973766752,-2.207455971,1.192910087
0.947513811,-0.109064169,-1.02522109,0.584347031,0.525311645
0.105864283,0.949203497,0.048159971,0.25369173,1.150895216
-0.49327534,0.436022366,-0.317266457,-0.280975687,-0.884953139
0.811697222,-0.921692573,-0.43776882,-0.866000058,0.297910511
0.997442598,-1.539440668,-0.300901529,0.314783611,-0.443441752
-1.026291935,-1.455116538,-1.26144066,-0.431117831,0.377886224
0.64557312,0.197819214,1.278650626,0.535764764,1.649124927
0.573775961,-0.680092334,-1.290875279,0.553552915,-0.500465311
-0.030432721,-0.398307866,0.101126851,-0.829307033,0.335327576
0.540604076,-0.126333011,-0.076558371,-0.266136259,-0.546770632
0.162448903,-0.421882537,-0.267039865,-1.220276657,-0.175938983
